|id|Sentiment|sentence|ticker|call_title|speaker|call_section
2775|2080|3.0|Loren?|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|presentation
2776|199|3.0|I wanted to understand what might be the tipping point on the acquisition of customer data.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Nicole Miller|question
2777|5074|3.0|So some of it is definitely having taken some of it in-house.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|answer
2778|3900|3.0|So in this case, you’d be able to follow bitcoin if you saw Bitcoin related tweet.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
2779|2121|3.0|[Operator Instructions] We do have our first question from Ken Worthington with JPMorgan.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Operator|operator_instruction
2780|3954|3.0|And those numbers just give you a sense for the impact and how from one election.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
2781|1813|3.0| Your next question comes from the line of Itay Michaeli with Citi.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Operator|operator_instruction
2782|2350|3.0| We are accelerating the timeline.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|answer
2783|39|3.0|Now let’s talk about our marketing efforts, which have and will continue to be an important enabler of our growth.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|presentation
2784|2672|3.0|While sales of internal hyperscale use were muted, the engineering focus on AI is growing.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Colette Kress|presentation
2785|68|3.0|With that, here’s Jack to walk you through the financials.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|presentation
2786|2410|4.0|So I think as I’ mentioned in the past, that $45 million could be an upside to the overall modeling and the fee rate deterioration that we’ve provided in terms of deal economics.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Loren Starr|answer
2787|2182|3.0|So that's the bottom line.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Loren Starr|answer
2788|4485|3.0|And so, as you think about what's driving in the Q4, continued channel mix benefits with licensing and a higher DTC mix will help us out in Q4.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|David Bergman|answer
2789|679|4.0|In Q2 below the line mark-to-market adjustments benefited GAAP EPS in the second quarter by approximately $0.10 and non-GAAP EPS by approximately $0.11, business outperformance in the quarter ,along with a lower than anticipated salesforce.org settlement charge benefited GAAP and non-GAAP EPS by approximately $0.08.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Mark Hawkins|presentation
2790|4709|3.0| Good morning.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Operator|operator_instruction
2791|4213|3.0|And when you think about Q4, obviously, we're implying a higher growth rate in Q4.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|David Bergman|answer
2792|2202|3.0|So again some of these – be able to continue to manage through it, but any relief is just really powerful.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|answer
2793|2528|3.0|And we're seeing a lot of momentum with other clients as a result of those three areas that I kind of talked about and Marty talked about within the institutional side.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Greg McGreevey|answer
2794|365|3.0|And then obviously we wanted to make sure it made sense financially.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
2795|733|3.0|We've seen tremendous success with our own e-commerce platform.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Marc Benioff|answer
2796|3416|3.0|However, they are highly incremental.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|answer
2797|2341|3.0|Your line is open.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Operator|operator_instruction
2798|2071|3.0|We are now estimating savings of $501 million.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|presentation
2799|954|3.0| Yes.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Bret Taylor|answer
2800|2673|3.0|Let me give some color on each of these areas.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Colette Kress|presentation
2801|287|3.0|But yes, this one initially was intended to be more of a product represent some news and we may use it again depending on how the whole experience plays out.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
2802|5080|3.0| Okay, that's helpful, and then one last question.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Eric Compton|question
2803|2549|3.0|Our next question comes from Glenn Schorr with Evercore.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Operator|operator_instruction
2804|2167|3.0|Correct me if I'm wrong.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Ken Worthington|question
2805|3408|2.0|Now consistent with our discussion in Q3, we are seeing margin pressure from continued increases in statutory minimum wages coupled with inflationary increases in rent, culinary maintenance and real estate taxes.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|answer
2806|3203|5.0|Importantly, our new stores continued to deliver exceptionally high returns even as we extended our presence to new cities, while infilling established cities.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|presentation
2807|2425|3.0|It’s in the proxy.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Loren Starr|answer
2808|1581|3.0|We are also broadcasting this call via webcast.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Rocky Gupta|presentation
2809|2028|3.0| Thank you.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Operator|operator_instruction
2810|2062|3.0|But to allow more time for Q&A, we're going to shorten our prepared remarks and really get the questions quite quickly.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|presentation
2811|3586|3.0|So as you think about the shape of our margin performance across the year, what that means is it will probably be flattish in Q1.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|answer
2812|2609|3.0| Yes.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|answer
2813|3432|3.0|And how do you think those will play out in fiscal 2020?|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|David Palmer|question
2814|2556|3.0|What do they typically consume and how quickly that can be?|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Glenn Schorr|question
2815|2311|4.0|We do think there's opportunity for us to invest more and we do plan to invest more to continue to grow and make our team more effective.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Greg McGreevey|answer
2816|4817|3.0|This fee was $94 million in the third quarter and was recognized in other non-interest income.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|presentation
2817|2686|3.0|Delivering AI at scale isn’t just about silicon.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Colette Kress|presentation
2818|2850|3.0|It could be something related to an application that – used for financial services for forecasting or for fraud detection.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
2819|2066|3.0|That said, the first full quarter of the combined organization has delivered powerful results.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|presentation
2820|1057|3.0|For example, we received the industry's first FDA clearance to embed AI apps on a medical device for triage in our critical care suite this quarter.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|presentation
2821|793|3.0|But it was it was clear from a focus with customers that if we're going to continue to build serve them we had to get to customer – to Customer 360.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Marc Benioff|answer
2822|3066|3.0|AI is the most powerful technology force of our time and a once-in-a-lifetime opportunity.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|presentation
2823|4394|3.0|Your line is now open.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Operator|operator_instruction
2824|1732|3.0|We look at Detroit-Hamtramck is a great opportunity and company now getting an appropriate labor agreement there.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|answer
2825|3638|3.0|And so that innovation will be ongoing.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Roz Brewer|answer
2826|1097|3.0|And next, we incurred a $0.02 charge for the $5 billion debt tender, which reduces pre-tax interest expense by $150 million per year, generating positive economics.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|presentation
2827|1597|3.0|And I'd also like to thank our dealers who helped us sustain our momentum in the marketplace and they worked very hard to minimize the inconvenience to our customers caused by our limited ability to shift service and repair part.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|presentation
2828|1293|3.0|So Steve when we talk about the spare engines in the quarter specific as it relates to spares to GECAS the corporate elimination was just under $100 million this quarter and we are seeing spare engine shipments higher in the quarter about half of that now back on Aviation about half of that relates to LEAP.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|answer
2829|950|3.0|If you look at companies in a variety of industries they like to differentiate themselves by service and customer experience is a big component of that.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Mark Hawkins|answer
2830|3406|3.0|So that's the first driver, it’s really in the area of investment.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|answer
2831|4021|3.0|So our MAP work should lead to more direct response type opportunities over time.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Jack Dorsey|answer
2832|2989|3.0|Looks like the services piece of that is getting to be bigger, what’s the outlook for that part of the business?|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Joe Moore|question
2833|2056|3.0|All participants will be in a listen-only mode until the question-and-answer session.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Operator|presentation
2834|2130|3.0| Good question, Ken.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|answer
2835|5036|3.0|Hi, John.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Vivek Juneja|question
2836|828|3.0| Hi.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Walter Pritchard|question
2837|4836|3.0|On page 20, we provide our community banking metrics.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|presentation
2838|3746|3.0| Okay.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
2839|722|3.0|And at the same time it seems like the Amazon is hurting some of the others whether it would be Sears or Barneys or Nordstrom or the GAP or others.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Mark Murphy|question
2840|5034|3.0| Hi, Vivek.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|answer
2841|4090|3.0|And in that respect, I will close by underscoring that we are on track with the plan and metrics that we set forth at our investor day in 2018.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|presentation
2842|1595|3.0|Before I continue, I want to thank our dedicated suppliers.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|presentation
2843|4915|3.0|Thank you very much for the color.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Scott Siefers|question
2844|4414|4.0|Although we're excited about 2020 and where we're going, where we're driving, we're going to hold further comment on that until the first week of December.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|David Bergman|answer
2845|764|3.0|And I'll let Marc to answer the rest of the question.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Marc Benioff|answer
2846|4583|3.0|Thank you.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Jay Sole|question
2847|2591|2.0|So it's more of a movement to risk off cash type things.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|answer
2848|2525|3.0|And it gives us, I think, an ability because of the individual resources and expertise that we've added to really have the conversations that we need to, and provide those outcomes that I think are so – the clients are looking for.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Greg McGreevey|answer
2849|1592|3.0|The contract also affirms our commitment to a strong U.S. manufacturing base with planned investments totaling $7.7 billion.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|presentation
2850|3589|3.0|Please proceed with your question.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Operator|operator_instruction
2851|1421|3.0| Thanks, Jeff.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
2852|654|3.0|They are both great executives.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Keith Block|presentation
2853|2890|3.0|And you could just imagine every single hyperscaler racing to go make this possible because recently, we had some important breakthroughs in machine learning language models.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
2854|283|3.0|I thought it was more like, you were going to try attempting to build sort of permanent new sales items, not LTOs?|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|John Glass|question
2855|3165|3.0|In the fourth quarter, we returned nearly $3 billion to shareholders through a combination of share repurchases and dividends bringing our full year shareholder capital returns to $12 billion.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Kevin Johnson|presentation
2856|4692|3.0|And it's the play we want to continue to run as we go into 2020.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|David Bergman|answer
2857|2259|3.0|So it's a small thing, not a big thing, just remember that.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|answer
2858|2026|3.0| Yes, we will be very clear about how much of our 2020 free cash flow guidance comes from the working capital rewind and we will also be clear about how much of the cash based earnings i.e., the operating cash flow if you will and what that is year-over-year.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Dhivya Suryadevara|answer
2859|5050|3.0|Are you completely stopping it?|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Vivek Juneja|question
2860|3522|3.0|But it's also the fact that the international market acceleration and how that impacts the shape of our revenue growth for the Channel Development segment particularly, we see happening further out into the future.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|answer
2861|4784|3.0|Leased financing increased $276 million from the second quarter, driven by growth in large ticket direct finance leases in equipment finance.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|presentation
2862|1445|3.0| Good morning.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Julian Mitchell|question
2863|981|3.0|Ladies and gentlemen, this concludes our question and answer session for today.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Operator|operator_instruction
2864|3305|3.0|And those same three priorities that we've focused on throughout fiscal year 2019 will be the same ones we continue to drive in fiscal year 2020.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Kevin Johnson|answer
2865|1153|3.0|In all, Power is a multiyear turnaround but we're making progress.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|presentation
2866|4502|3.0|But in 2020, it's all going to be about a 360-degree approach to marketing.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Patrik Frisk|answer
2867|674|2.0|Turning to operating margin, Q2 non-GAAP operating margin was 14.3%, down 349 basis points year-over-year.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Mark Hawkins|presentation
2868|468|3.0|Thank you very much.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Peter Saleh|question
2869|3856|4.0|So international revenue grew 7% year-over-year, but inside of that is our second largest market Japan, where I think some context would help.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Jack Dorsey|answer
2870|3661|3.0|We have Jack and Ned with us today.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Krista Bessinger|presentation
2871|429||Is it right to think that Chipotlane is higher than that just given this is a winning prototype for future development?|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Andrew Charles|question
2872|3651|3.0| Good day, ladies and gentlemen.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Operator|operator_instruction
2873|1555|2.0|Clearly both at Power and at renewables, I think what's most relevant is where we are and how we play through the energy transition much more so than any economic pressure.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
2874|1129|2.0|However, at the end of the third quarter we estimate that the pre-tax pension deficit would increase by about $6 billion driven by discount rate changes offset by asset return performance and the recently announced pension freeze would partially offset this by about $1 billion.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|presentation
2875|1210|2.0|We completed the premium deficiency test in the quarter which resulted in an approximate $1 billion pretax charge or $800 million after-tax earnings.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|presentation
2876|916|3.0| Hey, thanks.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Richard Davis|question
2877|166|4.0|Scott has the guys dialed in on this and our throughput is continuing to improve quarter-to-quarter, month-to-month.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
2878|3330|4.0|We can see every shot of espresso that's being pulled and we can see centrally if there is a machine that's out there that needs tuning or maintenance.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Kevin Johnson|answer
2879|3340|3.0|Please proceed with your question.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Operator|operator_instruction
2880|4876|3.0| Hi, good morning.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Erika Najarian|question
2881|3179|3.0|And I can't wait to celebrate this opening with our partners and customers, and we hope to see many of you there soon.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Kevin Johnson|presentation
2882|2494|4.0|And so that really impacted when you looked at the one year performance at the end of September of 2019 those numbers, if you look at it on a year-to-date basis you would definitely see improvement.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Loren Starr|answer
2883|1000|3.0|[Operator Instructions] As a reminder, this conference is being recorded.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Operator|operator_instruction
2884|1178|4.0|Services revenue was up 7% driven by mix and commercial services shop visits and total military sales were up 18%, driven by engine unit shipments, up 16% and growth and development programs.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|presentation
2885|56|4.0|The reality is that all the growth initiatives I just mentioned are being supported by the terrific job our operations team is doing in providing a great guest experience.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|presentation
2886|208|3.0|And the good news is, when we have done some of these experiments, we’ve seen meaningful changes in peoples’ frequency and their engagement levels with the brand.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
2887|2111|4.0|There is still further integration work to be completed, but we’re confident that we can deliver the higher level of expense synergy that we’re presenting to you today.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Loren Starr|presentation
2888|4909|3.0|On the servicing side, well I wouldn't expect there to be any revaluation in the fourth quarter.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Allen Parker|answer
2889|1307|3.0|Please go ahead.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Operator|operator_instruction
2890|1440|3.0| From Barclays we have Julian Mitchell.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Operator|operator_instruction
2891|425|4.0|With that said, where the opportunity exist, we've done one, and not surprising, we saw positive result given for what Jack said earlier, when you get people more access with less friction, the order ahead business continues to take steps forward.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
2892|697|3.0|Second, is the blended margin profile of the recently acquired businesses namely Salesforce.org and Tableau, which we'd anticipate at roughly break even non-cash margins for FY 2020 inclusive of the purchase accounting.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Mark Hawkins|presentation
2893|3897|3.0|So I can quickly swipe to it to see it.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
2894|1265|3.0| Yes.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Andrew Obin|question
2895|3068|3.0|And with hyperscalers racing to harness recent breakthroughs in conversational AI, we see growing engagements in training as well as interactive conversational inference.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|presentation
2896|2925|3.0|I guess I’m just wondering whether there’s some element of this is more around product cadence that gets resolved as you do roll out the product.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Timothy Arcuri|question
2897|1593|3.0|We'll secure the future of our Detroit-Hamtramck assembly plant with an all-new electric pickup truck that builds on established truck leadership.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|presentation
2898|2301|3.0|Is that the right run rate, I guess as we should be thinking about the expense base entering 2020?|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Ryan Bailey|question
2899|492|3.0|So we've been very purposeful to be – I think very measured in how we go about ramping up our new unit development.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
2900|961|3.0|And so I really want to say that this is really what I view as the power of the platform.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Bret Taylor|answer
2901|1860|2.0|Finally then just you mentioned on China, I think when you were talking about 2020 expect that China that we’re headwind.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Adam Jonas|question
